Linha ID;ID Pedido;Data do Pedido;Data do Envio;Mode de Envio;ID Vendedor;Nome do Vendedor;Segmento;Pais;Cidade;Estado;Codigo Postal;Região;Produto ID;Categoria;Sub-Categoria;Nome do Produto;Valor venda;Quantidade;Desconto;Lucro;Ano;Mes;Dia;Envio Dias;Valor Unitario;Margem
94;CA-2012-149587;2012-01-31;2012-02-05;Second Class;KB-16315;Karl Braun;Consumer;United States;Minneapolis;Minnesota;55407;Central;FUR-FU-10003799;Furniture;Furnishings;"Seth Thomas 13 1/2"" Wall Clock";53,34;3,0;0,0;16,54;2012;1;31;5;17,78;0,31
95;CA-2012-149587;2012-01-31;2012-02-05;Second Class;KB-16315;Karl Braun;Consumer;United States;Minneapolis;Minnesota;55407;Central;OFF-BI-10002852;Office Supplies;Binders;Ibico Standard Transparent Covers;32,96;2,0;0,0;16,15;2012;1;31;5;16,48;0,49
96;US-2014-109484;2014-11-07;2014-11-13;Standard Class;RB-19705;Roger Barcio;Home Office;United States;Portland;Oregon;97206;West;OFF-BI-10004738;Office Supplies;Binders;Flexible Leather- Look Classic Collection Ring Binder;5,68;1,0;70,0;-3,79;2014;11;7;6;5,68;-0,67
97;CA-2014-161018;2014-11-10;2014-11-12;Second Class;PN-18775;Parhena Norris;Home Office;United States;New York City;New York;10009;East;FUR-FU-10000629;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;96,53;7,0;0,0;40,54;2014;11;10;2;13,79;0,42
98;CA-2014-157833;2014-06-18;2014-06-21;First Class;KD-16345;Katherine Ducich;Consumer;United States;San Francisco;California;94122;West;OFF-BI-10001721;Office Supplies;Binders;Trimflex Flexible Post Binders;51,31;3,0;20,0;17,96;2014;6;18;3;17,1;0,35
99;CA-2013-149223;2013-09-07;2013-09-12;Standard Class;ER-13855;Elpida Rittenbach;Corporate;United States;Saint Paul;Minnesota;55106;Central;OFF-AP-10000358;Office Supplies;Appliances;Fellowes Basic Home/Office Series Surge Protectors;77,88;6,0;0,0;22,59;2013;9;7;5;12,98;0,29
100;CA-2013-158568;2013-08-30;2013-09-03;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Chicago;Illinois;60610;Central;OFF-PA-10003256;Office Supplies;Paper;Avery Personal Creations Heavyweight Cards;64,62;7,0;20,0;22,62;2013;8;30;4;9,23;0,35
101;CA-2013-158568;2013-08-30;2013-09-03;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Chicago;Illinois;60610;Central;TEC-AC-10001767;Technology;Accessories;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;95,98;3,0;20,0;-10,8;2013;8;30;4;31,99;-0,11
102;CA-2013-158568;2013-08-30;2013-09-03;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Chicago;Illinois;60610;Central;OFF-BI-10002609;Office Supplies;Binders;Avery Hidden Tab Dividers for Binding Systems;1,79;3,0;80,0;-3,04;2013;8;30;4;0,6;-1,7
103;CA-2013-129903;2013-12-02;2013-12-05;Second Class;GZ-14470;Gary Zandusky;Consumer;United States;Rochester;Minnesota;55901;Central;OFF-PA-10004040;Office Supplies;Paper;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);23,92;4,0;0,0;11,72;2013;12;2;3;5,98;0,49
104;US-2012-156867;2012-11-13;2012-11-17;Standard Class;LC-16870;Lena Cacioppo;Consumer;United States;Aurora;Colorado;80013;West;TEC-AC-10001552;Technology;Accessories;Logitech K350 2.4Ghz Wireless Keyboard;238,9;6,0;20,0;-26,88;2012;11;13;4;39,82;-0,11
105;US-2012-156867;2012-11-13;2012-11-17;Standard Class;LC-16870;Lena Cacioppo;Consumer;United States;Aurora;Colorado;80013;West;FUR-FU-10004006;Furniture;Furnishings;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;102,36;3,0;20,0;-3,84;2012;11;13;4;34,12;-0,04
106;US-2012-156867;2012-11-13;2012-11-17;Standard Class;LC-16870;Lena Cacioppo;Consumer;United States;Aurora;Colorado;80013;West;OFF-BI-10002794;Office Supplies;Binders;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";36,88;3,0;70,0;-25,82;2012;11;13;4;12,29;-0,7
107;CA-2014-119004;2014-11-24;2014-11-29;Standard Class;JM-15250;Janet Martin;Consumer;United States;Charlotte;North Carolina;28205;South;TEC-AC-10003499;Technology;Accessories;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;74,11;8,0;20,0;17,6;2014;11;24;5;9,26;0,24
108;CA-2014-119004;2014-11-24;2014-11-29;Standard Class;JM-15250;Janet Martin;Consumer;United States;Charlotte;North Carolina;28205;South;TEC-PH-10002844;Technology;Phones;Speck Products Candyshell Flip Case;27,99;1,0;20,0;2,1;2014;11;24;5;27,99;0,07
109;CA-2014-119004;2014-11-24;2014-11-29;Standard Class;JM-15250;Janet Martin;Consumer;United States;Charlotte;North Carolina;28205;South;OFF-AR-10000390;Office Supplies;Art;Newell Chalk Holder;3,3;1,0;20,0;1,07;2014;11;24;5;3,3;0,32
110;CA-2012-129476;2012-10-15;2012-10-20;Standard Class;PA-19060;Pete Armstrong;Home Office;United States;Orland Park;Illinois;60462;Central;TEC-AC-10000844;Technology;Accessories;Logitech Gaming G510s - Keyboard;339,96;5,0;20,0;67,99;2012;10;15;5;67,99;0,2
111;CA-2014-146780;2014-12-26;2014-12-31;Standard Class;CV-12805;Cynthia Voltz;Corporate;United States;New York City;New York;10035;East;FUR-FU-10001934;Furniture;Furnishings;Magnifier Swing Arm Lamp;41,96;2,0;0,0;10,91;2014;12;26;5;20,98;0,26
112;CA-2013-128867;2013-11-04;2013-11-11;Standard Class;CL-12565;Clay Ludtke;Consumer;United States;Urbandale;Iowa;50322;Central;OFF-AR-10000380;Office Supplies;Art;Hunt PowerHouse Electric Pencil Sharpener, Blue;75,96;2,0;0,0;22,79;2013;11;4;7;37,98;0,3
113;CA-2013-128867;2013-11-04;2013-11-11;Standard Class;CL-12565;Clay Ludtke;Consumer;United States;Urbandale;Iowa;50322;Central;OFF-BI-10003981;Office Supplies;Binders;"Avery Durable Plastic 1"" Binders";27,24;6,0;0,0;13,35;2013;11;4;7;4,54;0,49
114;CA-2011-115259;2011-08-25;2011-08-27;Second Class;RC-19960;Ryan Crowe;Consumer;United States;Columbus;Ohio;43229;East;OFF-FA-10000621;Office Supplies;Fasteners;OIC Colored Binder Clips, Assorted Sizes;40,1;14,0;20,0;14,53;2011;8;25;2;2,86;0,36
115;CA-2011-115259;2011-08-25;2011-08-27;Second Class;RC-19960;Ryan Crowe;Consumer;United States;Columbus;Ohio;43229;East;OFF-EN-10002600;Office Supplies;Envelopes;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;4,72;2,0;20,0;1,65;2011;8;25;2;2,36;0,35
116;CA-2011-115259;2011-08-25;2011-08-27;Second Class;RC-19960;Ryan Crowe;Consumer;United States;Columbus;Ohio;43229;East;OFF-PA-10004965;Office Supplies;Paper;Xerox 1921;23,98;3,0;20,0;7,49;2011;8;25;2;7,99;0,31
117;CA-2011-115259;2011-08-25;2011-08-27;Second Class;RC-19960;Ryan Crowe;Consumer;United States;Columbus;Ohio;43229;East;OFF-EN-10002504;Office Supplies;Envelopes;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;130,46;6,0;20,0;44,03;2011;8;25;2;21,74;0,34
118;CA-2012-110457;2012-03-02;2012-03-06;Standard Class;DK-13090;Dave Kipp;Consumer;United States;Seattle;Washington;98103;West;FUR-TA-10001768;Furniture;Tables;Hon Racetrack Conference Tables;787,53;3,0;0,0;165,38;2012;3;2;4;262,51;0,21
119;US-2012-136476;2012-04-05;2012-04-10;Standard Class;GG-14650;Greg Guthrie;Corporate;United States;Bristol;Tennessee;37620;South;OFF-BI-10003650;Office Supplies;Binders;GBC DocuBind 300 Electric Binding Machine;157,79;1,0;70,0;-115,72;2012;4;5;5;157,79;-0,73
120;CA-2013-103730;2013-06-13;2013-06-16;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;19805;East;FUR-FU-10002157;Furniture;Furnishings;Artistic Insta-Plaque;47,04;3,0;0,0;18,35;2013;6;13;3;15,68;0,39
121;CA-2013-103730;2013-06-13;2013-06-16;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;19805;East;OFF-BI-10003910;Office Supplies;Binders;DXL Angle-View Binders with Locking Rings by Samsill;30,84;4,0;0,0;13,88;2013;6;13;3;7,71;0,45
122;CA-2013-103730;2013-06-13;2013-06-16;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;19805;East;OFF-ST-10000777;Office Supplies;Storage;Companion Letter/Legal File, Black;226,56;6,0;0,0;63,44;2013;6;13;3;37,76;0,28
123;CA-2013-103730;2013-06-13;2013-06-16;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;19805;East;OFF-EN-10002500;Office Supplies;Envelopes;Globe Weis Peel & Seel First Class Envelopes;115,02;9,0;0,0;51,76;2013;6;13;3;12,78;0,45
124;CA-2013-103730;2013-06-13;2013-06-16;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;19805;East;TEC-PH-10003875;Technology;Phones;KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7;68,04;7,0;0,0;19,73;2013;6;13;3;9,72;0,29
125;US-2011-152030;2011-12-26;2011-12-28;Second Class;AD-10180;Alan Dominguez;Home Office;United States;Houston;Texas;77041;Central;FUR-CH-10004063;Furniture;Chairs;Global Deluxe High-Back Manager's Chair;600,56;3,0;30,0;-8,58;2011;12;26;2;200,19;-0,01
126;US-2011-134614;2011-09-20;2011-09-25;Standard Class;PF-19165;Philip Fox;Consumer;United States;Bloomington;Illinois;61701;Central;FUR-TA-10004534;Furniture;Tables;Bevis 44 x 96 Conference Tables;617,7;6,0;50,0;-407,68;2011;9;20;5;102,95;-0,66
127;US-2014-107272;2014-11-06;2014-11-13;Standard Class;TS-21610;Troy Staebel;Consumer;United States;Phoenix;Arizona;85023;West;OFF-BI-10003274;Office Supplies;Binders;Avery Durable Slant Ring Binders, No Labels;2,39;2,0;70,0;-1,83;2014;11;6;7;1,19;-0,77
128;US-2014-107272;2014-11-06;2014-11-13;Standard Class;TS-21610;Troy Staebel;Consumer;United States;Phoenix;Arizona;85023;West;OFF-ST-10002974;Office Supplies;Storage;Trav-L-File Heavy-Duty Shuttle II, Black;243,99;7,0;20,0;30,5;2014;11;6;7;34,86;0,12
129;US-2013-125969;2013-11-07;2013-11-11;Second Class;LS-16975;Lindsay Shagiari;Home Office;United States;Los Angeles;California;90004;West;FUR-CH-10001146;Furniture;Chairs;Global Task Chair, Black;81,42;2,0;20,0;-9,16;2013;11;7;4;40,71;-0,11
130;US-2013-125969;2013-11-07;2013-11-11;Second Class;LS-16975;Lindsay Shagiari;Home Office;United States;Los Angeles;California;90004;West;FUR-FU-10003773;Furniture;Furnishings;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;238,56;3,0;0,0;26,24;2013;11;7;4;79,52;0,11
131;US-2014-164147;2014-02-03;2014-02-06;First Class;DW-13585;Dorothy Wardle;Corporate;United States;Columbus;Ohio;43229;East;TEC-PH-10002293;Technology;Phones;Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5;59,97;5,0;40,0;-11,99;2014;2;3;3;11,99;-0,2
132;US-2014-164147;2014-02-03;2014-02-06;First Class;DW-13585;Dorothy Wardle;Corporate;United States;Columbus;Ohio;43229;East;OFF-PA-10002377;Office Supplies;Paper;Xerox 1916;78,3;2,0;20,0;29,36;2014;2;3;3;39,15;0,37
133;US-2014-164147;2014-02-03;2014-02-06;First Class;DW-13585;Dorothy Wardle;Corporate;United States;Columbus;Ohio;43229;East;OFF-FA-10002780;Office Supplies;Fasteners;Staples;21,46;9,0;20,0;6,97;2014;2;3;3;2,38;0,32
134;CA-2013-145583;2013-10-14;2013-10-20;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;95661;West;OFF-PA-10001804;Office Supplies;Paper;Xerox 195;20,04;3,0;0,0;9,62;2013;10;14;6;6,68;0,48
135;CA-2013-145583;2013-10-14;2013-10-20;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;95661;West;OFF-PA-10001736;Office Supplies;Paper;Xerox 1880;35,44;1,0;0,0;16,66;2013;10;14;6;35,44;0,47
136;CA-2013-145583;2013-10-14;2013-10-20;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;95661;West;OFF-AR-10001149;Office Supplies;Art;Sanford Colorific Colored Pencils, 12/Box;11,52;4,0;0,0;3,46;2013;10;14;6;2,88;0,3
137;CA-2013-145583;2013-10-14;2013-10-20;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;95661;West;OFF-FA-10002988;Office Supplies;Fasteners;Ideal Clamps;4,02;2,0;0,0;1,97;2013;10;14;6;2,01;0,49
138;CA-2013-145583;2013-10-14;2013-10-20;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;95661;West;OFF-BI-10004781;Office Supplies;Binders;GBC Wire Binding Strips;76,18;3,0;20,0;26,66;2013;10;14;6;25,39;0,35
139;CA-2013-145583;2013-10-14;2013-10-20;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;95661;West;OFF-SU-10001218;Office Supplies;Supplies;Fiskars Softgrip Scissors;65,88;6,0;0,0;18,45;2013;10;14;6;10,98;0,28
140;CA-2013-145583;2013-10-14;2013-10-20;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;95661;West;FUR-FU-10001706;Furniture;Furnishings;Longer-Life Soft White Bulbs;43,12;14,0;0,0;20,7;2013;10;14;6;3,08;0,48
141;CA-2013-110366;2013-09-06;2013-09-08;Second Class;JD-15895;Jonathan Doherty;Corporate;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10004848;Furniture;Furnishings;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";82,8;2,0;20,0;10,35;2013;9;6;2;41,4;0,12
142;CA-2014-106180;2014-09-19;2014-09-24;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;San Francisco;California;94122;West;OFF-AR-10000940;Office Supplies;Art;Newell 343;8,82;3,0;0,0;2,38;2014;9;19;5;2,94;0,27
143;CA-2014-106180;2014-09-19;2014-09-24;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;San Francisco;California;94122;West;OFF-EN-10004030;Office Supplies;Envelopes;Convenience Packs of Business Envelopes;10,86;3,0;0,0;5,1;2014;9;19;5;3,62;0,47
144;CA-2014-106180;2014-09-19;2014-09-24;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;San Francisco;California;94122;West;OFF-PA-10004327;Office Supplies;Paper;Xerox 1911;143,7;3,0;0,0;68,98;2014;9;19;5;47,9;0,48
145;CA-2014-155376;2014-12-23;2014-12-28;Standard Class;SG-20080;Sandra Glassco;Consumer;United States;Independence;Missouri;64055;Central;OFF-AP-10001058;Office Supplies;Appliances;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;839,43;3,0;0,0;218,25;2014;12;23;5;279,81;0,26
146;CA-2012-110744;2012-09-07;2012-09-12;Standard Class;HA-14920;Helen Andreada;Consumer;United States;Pasadena;California;91104;West;OFF-ST-10003656;Office Supplies;Storage;Safco Industrial Wire Shelving;671,93;7,0;0,0;20,16;2012;9;7;5;95,99;0,03
147;CA-2011-110072;2011-10-22;2011-10-28;Standard Class;MG-17680;Maureen Gastineau;Home Office;United States;Newark;Ohio;43055;East;FUR-FU-10000521;Furniture;Furnishings;"Seth Thomas 14"" Putty-Colored Wall Clock";93,89;4,0;20,0;12,91;2011;10;22;6;23,47;0,14
148;CA-2013-114489;2013-12-06;2013-12-10;Standard Class;JE-16165;Justin Ellison;Corporate;United States;Franklin;Wisconsin;53132;Central;TEC-PH-10000215;Technology;Phones;Plantronics Cordless Phone Headset with In-line Volume - M214C;384,45;11,0;0,0;103,8;2013;12;6;4;34,95;0,27
149;CA-2013-114489;2013-12-06;2013-12-10;Standard Class;JE-16165;Justin Ellison;Corporate;United States;Franklin;Wisconsin;53132;Central;TEC-PH-10001448;Technology;Phones;Anker Astro 15000mAh USB Portable Charger;149,97;3,0;0,0;6,0;2013;12;6;4;49,99;0,04
150;CA-2013-114489;2013-12-06;2013-12-10;Standard Class;JE-16165;Justin Ellison;Corporate;United States;Franklin;Wisconsin;53132;Central;FUR-CH-10000454;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;1951,84;8,0;0,0;585,55;2013;12;6;4;243,98;0,3
151;CA-2013-114489;2013-12-06;2013-12-10;Standard Class;JE-16165;Justin Ellison;Corporate;United States;Franklin;Wisconsin;53132;Central;OFF-BI-10002735;Office Supplies;Binders;GBC Prestige Therm-A-Bind Covers;171,55;5,0;0,0;80,63;2013;12;6;4;34,31;0,47
152;CA-2013-158834;2013-03-14;2013-03-17;First Class;TW-21025;Tamara Willingham;Home Office;United States;Scottsdale;Arizona;85254;West;OFF-AP-10000326;Office Supplies;Appliances;Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection;157,92;5,0;20,0;17,77;2013;3;14;3;31,58;0,11
153;CA-2013-158834;2013-03-14;2013-03-17;First Class;TW-21025;Tamara Willingham;Home Office;United States;Scottsdale;Arizona;85254;West;TEC-PH-10001254;Technology;Phones;Jabra BIZ 2300 Duo QD Duo Corded Headset;203,18;2,0;20,0;15,24;2013;3;14;3;101,59;0,07
154;CA-2012-124919;2012-05-31;2012-06-02;First Class;SP-20650;Stephanie Phelps;Corporate;United States;San Jose;California;95123;West;OFF-PA-10001950;Office Supplies;Paper;Southworth 25% Cotton Antique Laid Paper & Envelopes;58,38;7,0;0,0;26,27;2012;5;31;2;8,34;0,45
155;CA-2012-124919;2012-05-31;2012-06-02;First Class;SP-20650;Stephanie Phelps;Corporate;United States;San Jose;California;95123;West;OFF-PA-10002254;Office Supplies;Paper;Xerox 1883;105,52;4,0;0,0;48,54;2012;5;31;2;26,38;0,46
156;CA-2012-124919;2012-05-31;2012-06-02;First Class;SP-20650;Stephanie Phelps;Corporate;United States;San Jose;California;95123;West;OFF-ST-10001590;Office Supplies;Storage;Tenex Personal Project File with Scoop Front Design, Black;80,88;6,0;0,0;21,03;2012;5;31;2;13,48;0,26
157;CA-2012-118948;2012-05-28;2012-06-03;Standard Class;NK-18490;Neil Knudson;Home Office;United States;Seattle;Washington;98105;West;OFF-AR-10001547;Office Supplies;Art;Newell 311;6,63;3,0;0,0;1,79;2012;5;28;6;2,21;0,27
158;CA-2011-104269;2011-03-01;2011-03-06;Second Class;DB-13060;Dave Brooks;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10004063;Furniture;Chairs;Global Deluxe High-Back Manager's Chair;457,57;2,0;20,0;51,48;2011;3;1;5;228,78;0,11
159;CA-2013-114104;2013-11-21;2013-11-25;Standard Class;NP-18670;Nora Paige;Consumer;United States;Edmond;Oklahoma;73034;Central;OFF-LA-10002475;Office Supplies;Labels;Avery 519;14,62;2,0;0,0;6,87;2013;11;21;4;7,31;0,47
160;CA-2013-114104;2013-11-21;2013-11-25;Standard Class;NP-18670;Nora Paige;Consumer;United States;Edmond;Oklahoma;73034;Central;TEC-PH-10004536;Technology;Phones;Avaya 5420 Digital phone;944,93;7,0;0,0;236,23;2013;11;21;4;134,99;0,25
161;CA-2013-162733;2013-05-12;2013-05-13;First Class;TT-21070;Ted Trevino;Consumer;United States;Los Angeles;California;90045;West;OFF-PA-10002751;Office Supplies;Paper;Xerox 1920;5,98;1,0;0,0;2,69;2013;5;12;1;5,98;0,45
162;CA-2012-119697;2012-12-28;2012-12-31;Second Class;EM-13960;Eric Murdock;Consumer;United States;Philadelphia;Pennsylvania;19134;East;TEC-AC-10003657;Technology;Accessories;Lenovo 17-Key USB Numeric Keypad;54,38;2,0;20,0;1,36;2012;12;28;3;27,19;0,02
163;CA-2013-154508;2013-11-17;2013-11-21;Standard Class;RD-19900;Ruben Dartt;Consumer;United States;Carlsbad;New Mexico;88220;West;OFF-EN-10001990;Office Supplies;Envelopes;Staples;28,4;5,0;0,0;13,35;2013;11;17;4;5,68;0,47
164;CA-2013-113817;2013-11-08;2013-11-12;Standard Class;MJ-17740;Max Jones;Consumer;United States;Seattle;Washington;98115;West;OFF-BI-10004002;Office Supplies;Binders;Wilson Jones International Size A4 Ring Binders;27,68;2,0;20,0;9,69;2013;11;8;4;13,84;0,35
165;CA-2011-139892;2011-09-08;2011-09-12;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;78207;Central;OFF-AR-10004441;Office Supplies;Art;BIC Brite Liner Highlighters;9,94;3,0;20,0;2,73;2011;9;8;4;3,31;0,28
166;CA-2011-139892;2011-09-08;2011-09-12;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;78207;Central;TEC-MA-10000822;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;8159,95;8,0;40,0;-1359,99;2011;9;8;4;1019,99;-0,17
167;CA-2011-139892;2011-09-08;2011-09-12;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;78207;Central;OFF-ST-10000991;Office Supplies;Storage;Space Solutions HD Industrial Steel Shelving.;275,93;3,0;20,0;-58,63;2011;9;8;4;91,98;-0,21
168;CA-2011-139892;2011-09-08;2011-09-12;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;78207;Central;FUR-CH-10004287;Furniture;Chairs;SAFCO Arco Folding Chair;1740,06;9,0;30,0;-24,86;2011;9;8;4;193,34;-0,01
169;CA-2011-139892;2011-09-08;2011-09-12;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;78207;Central;OFF-AR-10002656;Office Supplies;Art;Sanford Liquid Accent Highlighters;32,06;6,0;20,0;6,81;2011;9;8;4;5,34;0,21
170;CA-2011-139892;2011-09-08;2011-09-12;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;78207;Central;OFF-AP-10002518;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center;177,98;5,0;80,0;-453,85;2011;9;8;4;35,6;-2,55
171;CA-2011-139892;2011-09-08;2011-09-12;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;78207;Central;TEC-PH-10003931;Technology;Phones;JBL Micro Wireless Portable Bluetooth Speaker;143,98;3,0;20,0;9,0;2011;9;8;4;47,99;0,06
172;CA-2011-118962;2011-08-05;2011-08-09;Standard Class;CS-12130;Chad Sievert;Consumer;United States;Los Angeles;California;90004;West;OFF-PA-10000659;Office Supplies;Paper;Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”;20,94;3,0;0,0;9,84;2011;8;5;4;6,98;0,47
173;CA-2011-118962;2011-08-05;2011-08-09;Standard Class;CS-12130;Chad Sievert;Consumer;United States;Los Angeles;California;90004;West;OFF-PA-10001144;Office Supplies;Paper;Xerox 1913;110,96;2,0;0,0;53,26;2011;8;5;4;55,48;0,48
174;CA-2011-118962;2011-08-05;2011-08-09;Standard Class;CS-12130;Chad Sievert;Consumer;United States;Los Angeles;California;90004;West;FUR-CH-10003817;Furniture;Chairs;Global Value Steno Chair, Gray;340,14;7,0;20,0;21,26;2011;8;5;4;48,59;0,06
175;US-2011-100853;2011-09-14;2011-09-19;Standard Class;JB-15400;Jennifer Braxton;Corporate;United States;Chicago;Illinois;60623;Central;OFF-AP-10000891;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;52,45;2,0;80,0;-131,12;2011;9;14;5;26,22;-2,5
176;US-2011-100853;2011-09-14;2011-09-19;Standard Class;JB-15400;Jennifer Braxton;Corporate;United States;Chicago;Illinois;60623;Central;OFF-LA-10003148;Office Supplies;Labels;Avery 51;20,16;4,0;20,0;6,55;2011;9;14;5;5,04;0,32
